POSTCODE,TOWNNAME,SUBURBNAME,STREETNAME,HOUSENUMBER,CUSTOM1,SORTINFO
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,47/51, ROAD,20604599
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,45/51, ROAD,20604600
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,27/51, ROAD,20604601
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,25/51, ROAD,20604602
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,22/51, ROAD,20604603
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,5/51, ROAD,20604604
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,49, ROAD,20604605
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,36/51, ROAD,20604606
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,33/51, ROAD,20604607
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/51, ROAD,20604608
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,4/51, ROAD,20604609
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,42/51, ROAD,20604610
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,41/51, ROAD,20604611
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,48/51, ROAD,20604612
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,46/51, ROAD,20604613
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,43/51, ROAD,20604614
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,44/51, ROAD,20604615
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,49/51, ROAD,20604616
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/51, ROAD,20604617
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,31/51, ROAD,20604618
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,32/51, ROAD,20604619
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,72/51, ROAD,20604620
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,7/51, ROAD,20604621
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,71/51, ROAD,20604622
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,9/51, ROAD,20604623
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,30/51, ROAD,20604624
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,37/51, ROAD,20604625
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,34/51, ROAD,20604626
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,35/51, ROAD,20604627
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,38/51, ROAD,20604628
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,39/51, ROAD,20604629
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,10/51, ROAD,20604630
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,20/51, ROAD,20604631
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,24/51, ROAD,20604632
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,23/51, ROAD,20604633
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,29/51, ROAD,20604634
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,28/51, ROAD,20604635
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,26/51, ROAD,20604636
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,56/51, ROAD,20604637
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,53/51, ROAD,20604638
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,52/51, ROAD,20604639
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,51/51, ROAD,20604640
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,6/51, ROAD,20604641
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,70/51, ROAD,20604642
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,8/51, ROAD,20604643
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,64/51, ROAD,20604644
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,60/51, ROAD,20604645
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,63/51, ROAD,20604646
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,66/51, ROAD,20604647
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,68/51, ROAD,20604648
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,69/51, ROAD,20604649
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,18/51, ROAD,20604650
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,19/51, ROAD,20604651
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,15/51, ROAD,20604652
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,13/51, ROAD,20604653
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,14/51, ROAD,20604654
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1C/47, ROAD,20604655
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1E/47, ROAD,20604656
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2C/47, ROAD,20604657
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2D/47, ROAD,20604658
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2E/47, ROAD,20604659
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3A/47, ROAD,20604660
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3B/47, ROAD,20604661
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3C/47, ROAD,20604662
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1A/47, ROAD,20604663
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1B/47, ROAD,20604664
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1D/47, ROAD,20604665
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1F/47, ROAD,20604666
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3D/47, ROAD,20604667
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3E/47, ROAD,20604668
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3F/47, ROAD,20604669
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2B/47, ROAD,20604670
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2F/47, ROAD,20604671
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2A/47, ROAD,20604672
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,45, ROAD,20604673
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,5/37, ROAD,20604674
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,27/37, ROAD,20604675
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,21/37, ROAD,20604676
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,22/37, ROAD,20604677
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,29/37, ROAD,20604678
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,28/37, ROAD,20604679
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,17/37, ROAD,20604680
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,12/37, ROAD,20604681
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,13/37, ROAD,20604682
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,16/37, ROAD,20604683
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,11/37, ROAD,20604684
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/37, ROAD,20604685
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/37, ROAD,20604686
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,4/37, ROAD,20604687
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,19/37, ROAD,20604688
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/37, ROAD,20604689
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,18/37, ROAD,20604690
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,9/37, ROAD,20604691
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,7/37, ROAD,20604692
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,31/37, ROAD,20604693
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,30/37, ROAD,20604694
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,26/37, ROAD,20604695
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,25/37, ROAD,20604696
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,6/37, ROAD,20604697
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,23/37, ROAD,20604698
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,24/37, ROAD,20604699
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,20/37, ROAD,20604700
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,10/37, ROAD,20604701
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,14/37, ROAD,20604702
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,15/37, ROAD,20604703
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,8/37, ROAD,20604704
1060,AUCKLAND,PANMURE,IRELAND,3, ROAD,20604705
1060,AUCKLAND,PANMURE,ELLERSLIE-PANMURE,535, HIGHWAY,20604706
1060,AUCKLAND,PANMURE,ELLERSLIE-PANMURE,C/535, HIGHWAY,20604708
1060,AUCKLAND,PANMURE,ELLERSLIE-PANMURE,D/535, HIGHWAY,20604709
1060,AUCKLAND,PANMURE,ELLERSLIE-PANMURE,E/535, HIGHWAY,20604710
1060,AUCKLAND,PANMURE,ELLERSLIE-PANMURE,F/535, HIGHWAY,20604711
1060,AUCKLAND,PANMURE,ELLERSLIE-PANMURE,B/535, HIGHWAY,20604712
1060,AUCKLAND,PANMURE,IRELAND,2, ROAD,20604713
1060,AUCKLAND,PANMURE,IRELAND,4, ROAD,20604714
1060,AUCKLAND,PANMURE,IRELAND,8, ROAD,20604715
1060,AUCKLAND,PANMURE,IRELAND,3/12, ROAD,20604716
1060,AUCKLAND,PANMURE,IRELAND,1/12, ROAD,20604717
1060,AUCKLAND,PANMURE,IRELAND,2/12, ROAD,20604718
1060,AUCKLAND,PANMURE,IRELAND,5/12, ROAD,20604719
1060,AUCKLAND,PANMURE,IRELAND,4/12, ROAD,20604720
1060,AUCKLAND,PANMURE,IRELAND,20, ROAD,20604721
1060,AUCKLAND,PANMURE,CLEARY,1A, ROAD,20604722
1060,AUCKLAND,PANMURE,CLEARY,1, ROAD,20604723
1060,AUCKLAND,PANMURE,CLEARY,2/3, ROAD,20604724
1060,AUCKLAND,PANMURE,CLEARY,1/3, ROAD,20604725
1060,AUCKLAND,PANMURE,CLEARY,3C, ROAD,20604726
1060,AUCKLAND,PANMURE,CLEARY,3B, ROAD,20604727
1060,AUCKLAND,PANMURE,CLEARY,5B, ROAD,20604728
1060,AUCKLAND,PANMURE,CLEARY,5A, ROAD,20604729
1060,AUCKLAND,PANMURE,CLEARY,7, ROAD,20604730
1060,AUCKLAND,PANMURE,CLEARY,9, ROAD,20604731
1060,AUCKLAND,PANMURE,CLEARY,11, ROAD,20604732
1060,AUCKLAND,PANMURE,CLEARY,11A, ROAD,20604733
1060,AUCKLAND,PANMURE,CLEARY,13, ROAD,20604734
1060,AUCKLAND,PANMURE,CLEARY,15, ROAD,20604735
1060,AUCKLAND,PANMURE,CLEARY,17, ROAD,20604736
1060,AUCKLAND,PANMURE,CLEARY,17A, ROAD,20604737
1060,AUCKLAND,PANMURE,CLEARY,19A, ROAD,20604738
1060,AUCKLAND,PANMURE,CLEARY,19, ROAD,20604739
1060,AUCKLAND,PANMURE,CLEARY,4/21, ROAD,20604740
1060,AUCKLAND,PANMURE,CLEARY,2/21, ROAD,20604741
1060,AUCKLAND,PANMURE,CLEARY,3/21, ROAD,20604742
1060,AUCKLAND,PANMURE,CLEARY,1/21, ROAD,20604743
1060,AUCKLAND,PANMURE,CLEARY,6/23, ROAD,20604744
1060,AUCKLAND,PANMURE,CLEARY,3/23, ROAD,20604745
1060,AUCKLAND,PANMURE,CLEARY,9/23, ROAD,20604746
1060,AUCKLAND,PANMURE,CLEARY,2/23, ROAD,20604747
1060,AUCKLAND,PANMURE,CLEARY,7/23, ROAD,20604748
1060,AUCKLAND,PANMURE,CLEARY,8/23, ROAD,20604749
1060,AUCKLAND,PANMURE,CLEARY,1/23, ROAD,20604750
1060,AUCKLAND,PANMURE,CLEARY,5/23, ROAD,20604751
1060,AUCKLAND,PANMURE,CLEARY,4/23, ROAD,20604752
1060,AUCKLAND,PANMURE,CLEARY,25, ROAD,20604753
1060,AUCKLAND,PANMURE,CLEARY,27, ROAD,20604754
1060,AUCKLAND,PANMURE,CLEARY,1/29, ROAD,20604755
1060,AUCKLAND,PANMURE,CLEARY,3/29, ROAD,20604756
1060,AUCKLAND,PANMURE,CLEARY,4/29, ROAD,20604757
1060,AUCKLAND,PANMURE,CLEARY,2/29, ROAD,20604758
1060,AUCKLAND,PANMURE,CLEARY,31A, ROAD,20604759
1060,AUCKLAND,PANMURE,CLEARY,31, ROAD,20604760
1060,AUCKLAND,PANMURE,CLEARY,33B, ROAD,20604761
1060,AUCKLAND,PANMURE,CLEARY,33A, ROAD,20604762
1060,AUCKLAND,PANMURE,CLEARY,33C, ROAD,20604763
1060,AUCKLAND,PANMURE,LAGOON,29, DRIVE,20604764
1060,AUCKLAND,PANMURE,LAGOON,1/29, DRIVE,20604765
1060,AUCKLAND,PANMURE,CLEARY,22B, ROAD,20604766
1060,AUCKLAND,PANMURE,CLEARY,22, ROAD,20604767
1060,AUCKLAND,PANMURE,CLEARY,22A, ROAD,20604768
1060,AUCKLAND,PANMURE,CLEARY,20, ROAD,20604769
1060,AUCKLAND,PANMURE,CLEARY,2/18, ROAD,20604770
1060,AUCKLAND,PANMURE,CLEARY,1/18, ROAD,20604771
1060,AUCKLAND,PANMURE,CLEARY,3/18, ROAD,20604772
1060,AUCKLAND,PANMURE,CLEARY,16, ROAD,20604773
1060,AUCKLAND,PANMURE,CLEARY,3/14, ROAD,20604774
1060,AUCKLAND,PANMURE,CLEARY,6/14, ROAD,20604775
1060,AUCKLAND,PANMURE,CLEARY,2/14, ROAD,20604776
1060,AUCKLAND,PANMURE,CLEARY,1/14, ROAD,20604777
1060,AUCKLAND,PANMURE,CLEARY,5/14, ROAD,20604778
1060,AUCKLAND,PANMURE,CLEARY,4/14, ROAD,20604779
1060,AUCKLAND,PANMURE,CLEARY,1/12, ROAD,20604780
1060,AUCKLAND,PANMURE,CLEARY,2/12, ROAD,20604781
1060,AUCKLAND,PANMURE,CLEARY,10, ROAD,20604782
1060,AUCKLAND,PANMURE,CLEARY,4/8, ROAD,20604783
1060,AUCKLAND,PANMURE,CLEARY,2/8, ROAD,20604784
1060,AUCKLAND,PANMURE,CLEARY,3/8, ROAD,20604785
1060,AUCKLAND,PANMURE,CLEARY,5/8, ROAD,20604786
1060,AUCKLAND,PANMURE,CLEARY,6/8, ROAD,20604787
1060,AUCKLAND,PANMURE,CLEARY,1/8, ROAD,20604788
1060,AUCKLAND,PANMURE,CLEARY,1/6, ROAD,20604789
1060,AUCKLAND,PANMURE,CLEARY,5/6, ROAD,20604790
1060,AUCKLAND,PANMURE,CLEARY,4/6, ROAD,20604791
1060,AUCKLAND,PANMURE,CLEARY,6/6, ROAD,20604792
1060,AUCKLAND,PANMURE,CLEARY,3/6, ROAD,20604793
1060,AUCKLAND,PANMURE,CLEARY,2/6, ROAD,20604794
1060,AUCKLAND,PANMURE,CLEARY,2, ROAD,20604795
1060,AUCKLAND,PANMURE,CLEARY,4, ROAD,20604796
1060,AUCKLAND,PANMURE,CLEARY,4A, ROAD,20604797
1060,AUCKLAND,PANMURE,CLEARY,2/2A, ROAD,20604798
1060,AUCKLAND,PANMURE,CLEARY,1/2A, ROAD,20604799
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,22, ROAD,20604800
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/24, ROAD,20604801
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/24, ROAD,20604802
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/24, ROAD,20604803
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,4/24, ROAD,20604804
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,26, ROAD,20604805
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,28A, ROAD,20604806
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/28, ROAD,20604807
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/28, ROAD,20604808
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/28, ROAD,20604809
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/30, ROAD,20604810
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/30, ROAD,20604811
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/30, ROAD,20604812
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,4/30, ROAD,20604813
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/32, ROAD,20604814
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,32, ROAD,20604815
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,34, ROAD,20604816
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/34, ROAD,20604817
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/36, ROAD,20604818
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/36, ROAD,20604819
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/36, ROAD,20604820
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,38A, ROAD,20604821
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,38C, ROAD,20604822
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,38B, ROAD,20604823
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,38, ROAD,20604824
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,40, ROAD,20604825
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,40A, ROAD,20604826
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,42, ROAD,20604827
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,44, ROAD,20604828
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,46, ROAD,20604829
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,48, ROAD,20604830
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/50A, ROAD,20604831
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/50A, ROAD,20604832
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/50A, ROAD,20604833
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,50B, ROAD,20604834
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,50, ROAD,20604835
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,52C, ROAD,20604836
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,52D, ROAD,20604837
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,52A, ROAD,20604838
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,52B, ROAD,20604839
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,52E, ROAD,20604840
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,54, ROAD,20604841
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,6/56, ROAD,20604842
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/56, ROAD,20604843
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/56, ROAD,20604844
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/56, ROAD,20604845
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,5/56, ROAD,20604846
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,4/56, ROAD,20604847
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,58, ROAD,20604848
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,60, ROAD,20604849
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/60, ROAD,20604850
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/62, ROAD,20604851
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/62, ROAD,20604852
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/66, ROAD,20604853
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/66, ROAD,20604854
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/66, ROAD,20604855
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/68, ROAD,20604856
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/68, ROAD,20604857
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,4/68, ROAD,20604858
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/68, ROAD,20604859
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/70, ROAD,20604860
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/70, ROAD,20604861
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,72, ROAD,20604862
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,72A, ROAD,20604863
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74A, ROAD,20604864
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74B, ROAD,20604865
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74C, ROAD,20604866
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74D, ROAD,20604867
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74E, ROAD,20604868
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74F, ROAD,20604869
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74G, ROAD,20604870
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74H, ROAD,20604871
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74J, ROAD,20604872
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74K, ROAD,20604873
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,74L, ROAD,20604874
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,76A, ROAD,20604875
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,76, ROAD,20604876
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/78, ROAD,20604877
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,78, ROAD,20604878
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,80, ROAD,20604879
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,80B, ROAD,20604880
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,82, ROAD,20604881
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,84, ROAD,20604882
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/86, ROAD,20604883
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/86, ROAD,20604885
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,88C, ROAD,20604886
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,88D, ROAD,20604887
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,88A, ROAD,20604888
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,88, ROAD,20604889
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,88B, ROAD,20604890
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,90, ROAD,20604891
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,90A, ROAD,20604892
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,90B, ROAD,20604893
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,92B, ROAD,20604894
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,92, ROAD,20604895
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,94B, ROAD,20604896
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,94A, ROAD,20604897
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,94, ROAD,20604898
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,96, ROAD,20604899
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,96A, ROAD,20604900
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,100A, ROAD,20604901
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,98, ROAD,20604902
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,98A, ROAD,20604903
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,98B, ROAD,20604904
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,102, ROAD,20604905
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,102A, ROAD,20604906
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,104, ROAD,20604907
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,104A, ROAD,20604908
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,106, ROAD,20604909
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,106A, ROAD,20604910
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,108, ROAD,20604911
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/110, ROAD,20604912
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/110, ROAD,20604913
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,112A, ROAD,20604914
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,112B, ROAD,20604915
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,114A, ROAD,20604916
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,114B, ROAD,20604917
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,114C, ROAD,20604918
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/116, ROAD,20604919
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,116, ROAD,20604920
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,3/116, ROAD,20604921
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/116, ROAD,20604922
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,118, ROAD,20604923
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,120A, ROAD,20604924
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,120B, ROAD,20604925
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,2/120, ROAD,20604926
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/120, ROAD,20604927
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,122B, ROAD,20604928
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,122A, ROAD,20604929
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,122, ROAD,20604930
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,1/122, ROAD,20604931
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,124A, ROAD,20604932
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,124B, ROAD,20604933
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,128, ROAD,20604934
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,128A, ROAD,20604935
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,130C, ROAD,20604936
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,130B, ROAD,20604937
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,130A, ROAD,20604938
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,130D, ROAD,20604939
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,130, ROAD,20604940
1060,AUCKLAND,MOUNT WELLINGTON,IRELAND,132B, ROAD,20604941
