POSTCODE,TOWNNAME,SUBURBNAME,STREETNAME,HOUSENUMBER,CUSTOM1,SORTINFO
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1050, ROAD,16500238
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1066B, ROAD,16500239
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1066E, ROAD,16500240
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1066A, ROAD,16500241
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1066C, ROAD,16500242
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1066D, ROAD,16500243
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,A1/1066, ROAD,16500244
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,A2/1066, ROAD,16500245
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,A3/1066, ROAD,16500246
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,A4/1066, ROAD,16500247
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B1/1066, ROAD,16500248
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B10/1066, ROAD,16500249
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B11/1066, ROAD,16500250
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B13/1066, ROAD,16500251
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B14/1066, ROAD,16500252
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B2/1066, ROAD,16500253
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B3/1066, ROAD,16500254
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B6/1066, ROAD,16500255
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B8/1066, ROAD,16500256
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B9/1066, ROAD,16500257
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,C4/1066, ROAD,16500258
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,C5/1066, ROAD,16500259
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,A5/1066, ROAD,16500260
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,C1/1066, ROAD,16500261
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,C2/1066, ROAD,16500262
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,C3/1066, ROAD,16500263
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B12/1066, ROAD,16500264
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B4/1066, ROAD,16500265
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B5/1066, ROAD,16500266
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,B7/1066, ROAD,16500267
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1072, ROAD,16500268
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1076, ROAD,16500269
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT RICHMOND,4, DRIVE,16500270
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT RICHMOND,14, DRIVE,16500272
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT RICHMOND,6, DRIVE,16500273
1060,AUCKLAND,MOUNT WELLINGTON,DORAVAL,2, PLACE,16500274
1060,AUCKLAND,MOUNT WELLINGTON,DORAVAL,7, PLACE,16500275
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1102, ROAD,16500276
1060,AUCKLAND,MOUNT WELLINGTON,DORAVAL,5, PLACE,16500277
1060,AUCKLAND,MOUNT WELLINGTON,DORAVAL,3, PLACE,16500278
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT RICHMOND,5, DRIVE,16500279
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1080, ROAD,16500280
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1086, ROAD,16500281
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1096, ROAD,16500282
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1100, ROAD,16500283
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1108, ROAD,16500284
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1106, ROAD,16500285
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,1120, ROAD,16500286
1060,AUCKLAND,MOUNT WELLINGTON,PORTAGE,131, ROAD,16502834
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,851, ROAD,16502835
1060,AUCKLAND,MOUNT WELLINGTON,PORTAGE,1/131, ROAD,16502836
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,851A, ROAD,16502837
1060,AUCKLAND,MOUNT WELLINGTON,PORTAGE,2/131, ROAD,16502838
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,829, ROAD,16502839
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,869, ROAD,16502840
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,827, ROAD,16502841
1060,AUCKLAND,MOUNT WELLINGTON,BELL,2, AVENUE,16502842
1060,AUCKLAND,MOUNT WELLINGTON,BELL,16, AVENUE,16502843
1060,AUCKLAND,MOUNT WELLINGTON,BELL,12, AVENUE,16502844
1060,AUCKLAND,MOUNT WELLINGTON,BELL,18, AVENUE,16502845
1060,AUCKLAND,MOUNT WELLINGTON,BELL,28, AVENUE,16502846
1060,AUCKLAND,MOUNT WELLINGTON,BELL,24, AVENUE,16502847
1060,AUCKLAND,MOUNT WELLINGTON,BELL,26B, AVENUE,16502848
1060,AUCKLAND,MOUNT WELLINGTON,BELL,26A, AVENUE,16502849
1060,AUCKLAND,MOUNT WELLINGTON,BELL,22, AVENUE,16502850
1060,AUCKLAND,MOUNT WELLINGTON,BELL,32, AVENUE,16502852
1060,AUCKLAND,MOUNT WELLINGTON,BELL,19, AVENUE,16502853
1060,AUCKLAND,MOUNT WELLINGTON,BELL,15, AVENUE,16502854
1060,AUCKLAND,MOUNT WELLINGTON,BELL,11, AVENUE,16502855
1060,AUCKLAND,MOUNT WELLINGTON,BELL,1, AVENUE,16502856
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,819, ROAD,16502857
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,815, ROAD,16502858
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,813, ROAD,16502859
1060,AUCKLAND,MOUNT WELLINGTON,BELL,5, AVENUE,16502860
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,811, ROAD,16502861
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,809A, ROAD,16502862
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,809, ROAD,16502863
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,807, ROAD,16502864
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,805, ROAD,16502865
1060,AUCKLAND,MOUNT WELLINGTON,GREAT SOUTH,801, ROAD,16502866
2112,PAPAKURA,TAKANINI,TRENTHAM,14, ROAD,18800039
2112,PAPAKURA,TAKANINI,TRENTHAM,14A, ROAD,18800040
2112,PAPAKURA,TAKANINI,TRENTHAM,20D, ROAD,18800047
2112,PAPAKURA,TAKANINI,TRENTHAM,20C, ROAD,18800048
2112,PAPAKURA,TAKANINI,TRENTHAM,20B, ROAD,18800049
2112,PAPAKURA,TAKANINI,TRENTHAM,20A, ROAD,18800050
2112,PAPAKURA,TAKANINI,TRENTHAM,1/28, ROAD,18800058
2112,PAPAKURA,TAKANINI,TRENTHAM,2/28, ROAD,18800059
2112,PAPAKURA,TAKANINI,TRENTHAM,3/28, ROAD,18800060
2112,PAPAKURA,TAKANINI,TRENTHAM,4/28, ROAD,18800061
2112,PAPAKURA,PAPAKURA,WATERVIEW,39, ROAD,19405373
2112,PAPAKURA,PAPAKURA,WATERVIEW,30, ROAD,19405374
2112,PAPAKURA,PAPAKURA,WATERVIEW,32A, ROAD,19405375
2112,PAPAKURA,PAPAKURA,WATERVIEW,32, ROAD,19405376
2112,PAPAKURA,PAPAKURA,WATERVIEW,34, ROAD,19405377
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,23, ROAD,19405395
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,25, ROAD,19405403
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,21B, ROAD,19405404
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,21A, ROAD,19405405
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,19, ROAD,19405406
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,17, ROAD,19405407
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,2/17, ROAD,19405408
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,15, ROAD,19405409
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,18/13A, ROAD,19405410
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,19/13A, ROAD,19405411
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,20/13A, ROAD,19405412
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,21/13A, ROAD,19405413
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,3/12A, ROAD,19405414
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,7/12A, ROAD,19405415
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,5/12A, ROAD,19405416
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,10/12A, ROAD,19405417
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,4/12A, ROAD,19405418
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,6/12A, ROAD,19405419
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,8/12A, ROAD,19405420
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,16/12A, ROAD,19405421
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,2/12A, ROAD,19405422
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,15/12A, ROAD,19405423
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,14/12A, ROAD,19405424
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,13/12A, ROAD,19405425
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,1/12A, ROAD,19405426
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,9/12A, ROAD,19405427
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,12/12A, ROAD,19405428
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,17/12A, ROAD,19405429
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,11/12A, ROAD,19405430
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,14, ROAD,19405431
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,16, ROAD,19405432
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,2/16A, ROAD,19405433
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,1/16A, ROAD,19405434
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,1/18, ROAD,19405435
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,2/18, ROAD,19405436
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,18A, ROAD,19405437
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,20A, ROAD,19405438
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,20, ROAD,19405439
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,22B, ROAD,19405440
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,22A, ROAD,19405441
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,22C, ROAD,19405442
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,22D, ROAD,19405443
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,24A, ROAD,19405444
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,24B, ROAD,19405445
2112,PAPAKURA,PAPAKURA,TIRONUI STATION,26, ROAD,19405446
1060,AUCKLAND,MOUNT WELLINGTON,WAIPUNA,1, ROAD,20200001
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,214, HIGHWAY,20200002
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,216, HIGHWAY,20200003
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,218, HIGHWAY,20200004
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,220, HIGHWAY,20200005
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,2/222, HIGHWAY,20200006
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,1/222, HIGHWAY,20200007
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,1/224, HIGHWAY,20200008
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,2/224, HIGHWAY,20200009
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,2/226, HIGHWAY,20200010
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,1/226, HIGHWAY,20200011
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,4/226, HIGHWAY,20200012
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,3/226, HIGHWAY,20200013
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,228, HIGHWAY,20200014
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,230, HIGHWAY,20200015
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,230A, HIGHWAY,20200016
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,5/232, HIGHWAY,20200017
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,6/232, HIGHWAY,20200018
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,8/232, HIGHWAY,20200019
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,7/232, HIGHWAY,20200020
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,236A, HIGHWAY,20200021
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,236, HIGHWAY,20200022
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,238, HIGHWAY,20200023
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,238A, HIGHWAY,20200024
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,240, HIGHWAY,20200025
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,242, HIGHWAY,20200026
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,244, HIGHWAY,20200027
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,2/246, HIGHWAY,20200028
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,1/246, HIGHWAY,20200029
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,248, HIGHWAY,20200030
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,250, HIGHWAY,20200031
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,250A, HIGHWAY,20200032
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,252, HIGHWAY,20200033
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,252A, HIGHWAY,20200034
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,254A, HIGHWAY,20200035
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,254, HIGHWAY,20200036
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,256, HIGHWAY,20200037
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,256A, HIGHWAY,20200038
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,2/258, HIGHWAY,20200039
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,1/258, HIGHWAY,20200040
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,3/258, HIGHWAY,20200041
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,270, HIGHWAY,20200042
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N206/286, HIGHWAY,20200043
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N209/286, HIGHWAY,20200044
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N21/286, HIGHWAY,20200045
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N210/286, HIGHWAY,20200046
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N213/286, HIGHWAY,20200047
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N214/286, HIGHWAY,20200048
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N217/286, HIGHWAY,20200049
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N219/286, HIGHWAY,20200050
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N23/286, HIGHWAY,20200051
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N26/286, HIGHWAY,20200052
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N32/286, HIGHWAY,20200053
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N37/286, HIGHWAY,20200054
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N39/286, HIGHWAY,20200055
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N40/286, HIGHWAY,20200056
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N41/286, HIGHWAY,20200057
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N42/286, HIGHWAY,20200058
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N43/286, HIGHWAY,20200059
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N44/286, HIGHWAY,20200060
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N46/286, HIGHWAY,20200061
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N47A/286, HIGHWAY,20200062
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N48/286, HIGHWAY,20200063
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N49/286, HIGHWAY,20200064
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N5/286, HIGHWAY,20200065
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N55/286, HIGHWAY,20200066
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NK6/286, HIGHWAY,20200067
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,211/286, HIGHWAY,20200068
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N56/286, HIGHWAY,20200069
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N56B/286, HIGHWAY,20200070
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N58/286, HIGHWAY,20200071
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N6/286, HIGHWAY,20200072
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N65/286, HIGHWAY,20200073
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N67/286, HIGHWAY,20200074
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N70/286, HIGHWAY,20200075
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N71/286, HIGHWAY,20200076
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N72/286, HIGHWAY,20200077
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N73/286, HIGHWAY,20200078
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N74/286, HIGHWAY,20200079
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N76/286, HIGHWAY,20200080
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N76A/286, HIGHWAY,20200081
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N76B/286, HIGHWAY,20200082
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N79/286, HIGHWAY,20200083
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N79A/286, HIGHWAY,20200084
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NK5/286, HIGHWAY,20200085
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NK7/286, HIGHWAY,20200086
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NM1/286, HIGHWAY,20200087
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NM2/286, HIGHWAY,20200088
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,286, HIGHWAY,20200089
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N215/286, HIGHWAY,20200090
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N218/286, HIGHWAY,20200091
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N230/286, HIGHWAY,20200092
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N235/286, HIGHWAY,20200093
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N24/286, HIGHWAY,20200094
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N25/286, HIGHWAY,20200095
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N26A/286, HIGHWAY,20200096
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N27/286, HIGHWAY,20200097
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N27A/286, HIGHWAY,20200098
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N29/286, HIGHWAY,20200099
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N3/286, HIGHWAY,20200100
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N30/286, HIGHWAY,20200101
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N33/286, HIGHWAY,20200102
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N35A/286, HIGHWAY,20200103
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N38/286, HIGHWAY,20200104
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N4/286, HIGHWAY,20200105
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N41A/286, HIGHWAY,20200106
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N45/286, HIGHWAY,20200107
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N47/286, HIGHWAY,20200108
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N50/286, HIGHWAY,20200109
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N51/286, HIGHWAY,20200110
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N52/286, HIGHWAY,20200111
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N53/286, HIGHWAY,20200112
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N54/286, HIGHWAY,20200113
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,2A/286, HIGHWAY,20200114
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N10/286, HIGHWAY,20200115
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N11/286, HIGHWAY,20200116
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N12/286, HIGHWAY,20200117
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N16/286, HIGHWAY,20200118
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N17A/286, HIGHWAY,20200119
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N18/286, HIGHWAY,20200120
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N19/286, HIGHWAY,20200121
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N201/286, HIGHWAY,20200122
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N56A/286, HIGHWAY,20200123
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N57/286, HIGHWAY,20200124
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N58A/286, HIGHWAY,20200125
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N60/286, HIGHWAY,20200126
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N61/286, HIGHWAY,20200127
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N61A/286, HIGHWAY,20200128
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N62/286, HIGHWAY,20200129
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N63/286, HIGHWAY,20200130
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N64/286, HIGHWAY,20200131
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N64A/286, HIGHWAY,20200132
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N66/286, HIGHWAY,20200133
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N68/286, HIGHWAY,20200134
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N69/286, HIGHWAY,20200135
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N7/286, HIGHWAY,20200136
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N71A/286, HIGHWAY,20200137
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N71B/286, HIGHWAY,20200138
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N75/286, HIGHWAY,20200139
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N77/286, HIGHWAY,20200140
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,N7A/286, HIGHWAY,20200141
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NK11/286, HIGHWAY,20200142
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NK18/286, HIGHWAY,20200143
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NK2/286, HIGHWAY,20200144
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NK3/286, HIGHWAY,20200145
1060,AUCKLAND,MOUNT WELLINGTON,MOUNT WELLINGTON,NK4/286, HIGHWAY,20200146
